Address           Kbytes     RSS   Dirty Mode  Mapping
00007f2dbc9c0000     256     256     256 rw---   [ anon ]
00007f2dbca00000    2816    2816    2816 rw---   [ anon ]
00007f2dbccc0000     256     248     248 rw---   [ anon ]
00007f2dbcd00000    2304    2232    2232 rw---   [ anon ]
00007f2dbcf40000 1032960       0       0 -----   [ anon ]
00007f2dfc000000    5852    5180    5180 rw---   [ anon ]
00007f2dfc5b7000   59684       0       0 -----   [ anon ]
00007f2e00000000   11364    8116    8116 rw---   [ anon ]
00007f2e00b19000   54172       0       0 -----   [ anon ]
00007f2e04000000   15804   10668   10668 rw---   [ anon ]
00007f2e04f6f000   49732       0       0 -----   [ anon ]
00007f2e080fd000       4       0       0 -----   [ anon ]
00007f2e080fe000      16       0       0 -----   [ anon ]
00007f2e08102000    1008     132     132 rw---   [ anon ]
00007f2e081fe000       4       0       0 -----   [ anon ]
00007f2e081ff000      16       0       0 -----   [ anon ]
00007f2e08203000    1008     136     136 rw---   [ anon ]
00007f2e082ff000       4       0       0 -----   [ anon ]
00007f2e08300000      16       0       0 -----   [ anon ]
00007f2e08304000    1008     136     136 rw---   [ anon ]
00007f2e08400000      72      64       0 r-x-- libnetty_transport_native_epoll_x86_646237000455879694593.so (deleted)
00007f2e08412000    2048       0       0 ----- libnetty_transport_native_epoll_x86_646237000455879694593.so (deleted)
00007f2e08612000       8       8       8 r---- libnetty_transport_native_epoll_x86_646237000455879694593.so (deleted)
00007f2e08614000       4       4       4 rw---   [ anon ]
00007f2e08618000       4       4       0 r---- librt.so.1
00007f2e08619000       4       4       0 r-x-- librt.so.1
00007f2e0861a000       4       0       0 r---- librt.so.1
00007f2e0861b000       4       4       4 r---- librt.so.1
00007f2e0861c000       4       4       4 rw--- librt.so.1
00007f2e0861d000       4       4       0 r---- libdl.so.2
00007f2e0861e000       4       4       0 r-x-- libdl.so.2
00007f2e0861f000       4       0       0 r---- libdl.so.2
00007f2e08620000       4       4       4 r---- libdl.so.2
00007f2e08621000       4       4       4 rw--- libdl.so.2
00007f2e08622000       4       0       0 -----   [ anon ]
00007f2e08623000      16       0       0 -----   [ anon ]
00007f2e08627000    1008     112     112 rw---   [ anon ]
00007f2e08723000      16      16       0 r---- libverify.so
00007f2e08727000      28      28       0 r-x-- libverify.so
00007f2e0872e000       8       8       0 r---- libverify.so
00007f2e08730000       8       8       8 r---- libverify.so
00007f2e08732000       4       4       4 rw--- libverify.so
00007f2e08733000       4       0       0 -----   [ anon ]
00007f2e08734000      16       0       0 -----   [ anon ]
00007f2e08738000    1008      88      88 rw---   [ anon ]
00007f2e08834000       4       0       0 -----   [ anon ]
00007f2e08835000      16       0       0 -----   [ anon ]
00007f2e08839000    1008      96      96 rw---   [ anon ]
00007f2e08935000      16      16       0 r---- libnss_resolve.so.2
00007f2e08939000     100      48       0 r-x-- libnss_resolve.so.2
00007f2e08952000      32       8       0 r---- libnss_resolve.so.2
00007f2e0895a000       4       4       4 r---- libnss_resolve.so.2
00007f2e0895b000       4       4       4 rw--- libnss_resolve.so.2
00007f2e0895c000       8       8       0 r---- libcap.so.2.48
00007f2e0895e000      16       8       0 r-x-- libcap.so.2.48
00007f2e08962000       8       0       0 r---- libcap.so.2.48
00007f2e08964000       4       4       4 r---- libcap.so.2.48
00007f2e08965000       4       4       4 rw--- libcap.so.2.48
00007f2e08966000      20      20       0 r---- libnss_myhostname.so.2
00007f2e0896b000      76      72       0 r-x-- libnss_myhostname.so.2
00007f2e0897e000      48      16       0 r---- libnss_myhostname.so.2
00007f2e0898a000      20      20      20 r---- libnss_myhostname.so.2
00007f2e0898f000       4       4       4 rw--- libnss_myhostname.so.2
00007f2e08990000       4       0       0 -----   [ anon ]
00007f2e08991000      16       0       0 -----   [ anon ]
00007f2e08995000    1008     108     108 rw---   [ anon ]
00007f2e08a91000       4       0       0 -----   [ anon ]
00007f2e08a92000      16       0       0 -----   [ anon ]
00007f2e08a96000    1008     108     108 rw---   [ anon ]
00007f2e08b92000       4       0       0 -----   [ anon ]
00007f2e08b93000      16       0       0 -----   [ anon ]
00007f2e08b97000    1008      96      96 rw---   [ anon ]
00007f2e08c93000       4       0       0 -----   [ anon ]
00007f2e08c94000    1024      16      16 rw---   [ anon ]
00007f2e08d94000       4       0       0 -----   [ anon ]
00007f2e08d95000    1024      16      16 rw---   [ anon ]
00007f2e08e95000       4       0       0 -----   [ anon ]
00007f2e08e96000    1024      16      16 rw---   [ anon ]
00007f2e08f96000       4       0       0 -----   [ anon ]
00007f2e08f97000      16       0       0 -----   [ anon ]
00007f2e08f9b000    1008      88      88 rw---   [ anon ]
00007f2e09097000       4       0       0 -----   [ anon ]
00007f2e09098000      16       0       0 -----   [ anon ]
00007f2e0909c000    1008      88      88 rw---   [ anon ]
00007f2e09198000       4       0       0 -----   [ anon ]
00007f2e09199000      16       0       0 -----   [ anon ]
00007f2e0919d000    1008      92      92 rw---   [ anon ]
00007f2e09299000       4       4       0 r---- libextnet.so
00007f2e0929a000       4       4       0 r-x-- libextnet.so
00007f2e0929b000       4       0       0 r---- libextnet.so
00007f2e0929c000       4       4       4 r---- libextnet.so
00007f2e0929d000       4       4       4 rw--- libextnet.so
00007f2e0929e000       4       0       0 -----   [ anon ]
00007f2e0929f000      16       0       0 -----   [ anon ]
00007f2e092a3000    1008     136     136 rw---   [ anon ]
00007f2e0939f000       8       8       0 r---- libmanagement_ext.so
00007f2e093a1000      12      12       0 r-x-- libmanagement_ext.so
00007f2e093a4000       4       4       0 r---- libmanagement_ext.so
00007f2e093a5000       4       4       4 r---- libmanagement_ext.so
00007f2e093a6000       4       4       4 rw--- libmanagement_ext.so
00007f2e093a7000      48      48       0 r---- libnspr4.so
00007f2e093b3000     148       8       0 r-x-- libnspr4.so
00007f2e093d8000      44       0       0 r---- libnspr4.so
00007f2e093e3000       8       0       0 r---- libnspr4.so
00007f2e093e5000       4       0       0 rw--- libnspr4.so
00007f2e093e6000      12       0       0 rw---   [ anon ]
00007f2e093e9000       4       4       0 r---- libplds4.so
00007f2e093ea000       4       4       0 r-x-- libplds4.so
00007f2e093eb000       4       0       0 r---- libplds4.so
00007f2e093ec000       4       0       0 r---- libplds4.so
00007f2e093ed000       4       0       0 rw--- libplds4.so
00007f2e093ee000       8       8       0 r---- libplc4.so
00007f2e093f0000       8       4       0 r-x-- libplc4.so
00007f2e093f2000       4       0       0 r---- libplc4.so
00007f2e093f3000       4       0       0 r---- libplc4.so
00007f2e093f4000       4       0       0 rw--- libplc4.so
00007f2e093f5000      52      52       0 r---- libnssutil3.so
00007f2e09402000      72       8       0 r-x-- libnssutil3.so
00007f2e09414000      48       0       0 r---- libnssutil3.so
00007f2e09420000      28       0       0 r---- libnssutil3.so
00007f2e09427000       4       0       0 rw--- libnssutil3.so
00007f2e09428000     104     104       0 r---- libnss3.so
00007f2e09442000     896      24       0 r-x-- libnss3.so
00007f2e09522000     232       8       0 r---- libnss3.so
00007f2e0955c000      24       0       0 r---- libnss3.so
00007f2e09562000      12       0       0 rw--- libnss3.so
00007f2e09565000       4       0       0 rw---   [ anon ]
00007f2e09566000       4       4       0 r---- libsystemconf.so
00007f2e09567000       4       4       0 r-x-- libsystemconf.so
00007f2e09568000       4       4       0 r---- libsystemconf.so
00007f2e09569000       4       0       0 r---- libsystemconf.so
00007f2e0956a000       4       0       0 rw--- libsystemconf.so
00007f2e0956b000       8       8       0 r---- libmanagement.so
00007f2e0956d000       4       4       0 r-x-- libmanagement.so
00007f2e0956e000       4       4       0 r---- libmanagement.so
00007f2e0956f000       4       0       0 r---- libmanagement.so
00007f2e09570000       4       4       4 rw--- libmanagement.so
00007f2e09571000      12      12       0 r---- libnet.so
00007f2e09574000      32      28       0 r-x-- libnet.so
00007f2e0957c000       8       4       0 r---- libnet.so
00007f2e0957e000       4       4       4 r---- libnet.so
00007f2e0957f000       4       4       4 rw--- libnet.so
00007f2e09580000       4       0       0 -----   [ anon ]
00007f2e09581000      16       0       0 -----   [ anon ]
00007f2e09585000    1008      36      36 rw---   [ anon ]
00007f2e09681000       4       0       0 -----   [ anon ]
00007f2e09682000      16       0       0 -----   [ anon ]
00007f2e09686000    1008     112     112 rw---   [ anon ]
00007f2e09782000       4       0       0 -----   [ anon ]
00007f2e09783000      16       0       0 -----   [ anon ]
00007f2e09787000    1008      48      48 rw---   [ anon ]
00007f2e09883000       4       0       0 -----   [ anon ]
00007f2e09884000      16       0       0 -----   [ anon ]
00007f2e09888000    1008      68      68 rw---   [ anon ]
00007f2e09984000       4       0       0 -----   [ anon ]
00007f2e09985000      16       0       0 -----   [ anon ]
00007f2e09989000    1008       8       8 rw---   [ anon ]
00007f2e09a85000       4       0       0 -----   [ anon ]
00007f2e09a86000      16       0       0 -----   [ anon ]
00007f2e09a8a000    1008       8       8 rw---   [ anon ]
00007f2e09b86000       4       0       0 -----   [ anon ]
00007f2e09b87000      16       0       0 -----   [ anon ]
00007f2e09b8b000    1008      84      84 rw---   [ anon ]
00007f2e09c87000       4       0       0 -----   [ anon ]
00007f2e09c88000      16       0       0 -----   [ anon ]
00007f2e09c8c000    1008       4       4 rw---   [ anon ]
00007f2e09d88000    2528      12       0 r---- LC_COLLATE
00007f2e0a000000   32768       0       0 rw---   [ anon ]
00007f2e0c000000    7520    6196    6196 rw---   [ anon ]
00007f2e0c758000   58016       0       0 -----   [ anon ]
00007f2e10000000    7816    6028    6028 rw---   [ anon ]
00007f2e107a2000   57720       0       0 -----   [ anon ]
00007f2e14000000    4920    4468    4468 rw---   [ anon ]
00007f2e144ce000   60616       0       0 -----   [ anon ]
00007f2e18004000       8       8       0 r---- libzip.so
00007f2e18006000      16       8       0 r-x-- libzip.so
00007f2e1800a000       8       4       0 r---- libzip.so
00007f2e1800c000       4       4       4 r---- libzip.so
00007f2e1800d000       4       0       0 rw--- libzip.so
00007f2e1800e000      28      28       0 r---- libnio.so
00007f2e18015000      36      36       0 r-x-- libnio.so
00007f2e1801e000      16       8       0 r---- libnio.so
00007f2e18022000       4       4       4 r---- libnio.so
00007f2e18023000       4       4       4 rw--- libnio.so
00007f2e18024000      20      20       0 r---- libjsvml.so
00007f2e18029000     260       4       0 r-x-- libjsvml.so
00007f2e1806a000     548       0       0 r---- libjsvml.so
00007f2e180f3000       4       0       0 r---- libjsvml.so
00007f2e180f4000       4       0       0 rw--- libjsvml.so
00007f2e180f5000       4       0       0 -----   [ anon ]
00007f2e180f6000      16       0       0 -----   [ anon ]
00007f2e180fa000    1008      44      44 rw---   [ anon ]
00007f2e181f6000     348      20       0 r---- LC_CTYPE
00007f2e1824d000       4       0       0 -----   [ anon ]
00007f2e1824e000    1024      20      20 rw---   [ anon ]
00007f2e1834e000       4       0       0 -----   [ anon ]
00007f2e1834f000    1540     524     524 rw---   [ anon ]
00007f2e184d0000       4       0       0 -----   [ anon ]
00007f2e184d1000    1024       8       8 rw---   [ anon ]
00007f2e185d1000   40960   40960   40960 rwx--   [ anon ]
00007f2e1add1000   79068       0       0 -----   [ anon ]
00007f2e1fb08000    2496    1456    1456 rwx--   [ anon ]
00007f2e1fd78000    3204       0       0 -----   [ anon ]
00007f2e20099000   26496   26444   26444 rwx--   [ anon ]
00007f2e21a79000   93536       0       0 -----   [ anon ]
00007f2e275d1000  141500    2004       0 r--s- modules
00007f2e30000000   65536   48864   48864 rw---   [ anon ]
00007f2e34003000       4       4       0 r---- LC_NUMERIC
00007f2e34004000       4       4       0 r---- LC_TIME
00007f2e34005000       4       4       0 r---- LC_MONETARY
00007f2e34006000       4       4       0 r---- SYS_LC_MESSAGES
00007f2e34007000       4       4       0 r---- LC_PAPER
00007f2e34008000       4       4       0 r---- LC_NAME
00007f2e34009000       4       4       0 r---- LC_ADDRESS
00007f2e3400a000       4       4       0 r---- LC_TELEPHONE
00007f2e3400b000       4       4       0 r---- LC_MEASUREMENT
00007f2e3400c000       4       4       0 r--s- gconv-modules.cache
00007f2e3400d000       4       4       0 r---- LC_IDENTIFICATION
